City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,San Ramon,US,37.7799,-121.978,57.0,62,1,4.61,clear sky
348,Gat,IL,31.61,34.7642,59.0,77,0,5.46,clear sky
349,Ilhabela,BR,-23.7781,-45.3581,78.31,82,70,3.27,light rain
350,Dum Duma,IN,27.5667,95.5667,60.85,77,8,4.56,clear sky
351,Nuuk,GL,64.1835,-51.7216,32.0,80,40,13.8,scattered clouds
352,Russkaya Polyana,UA,49.417,31.9201,25.05,94,14,10.16,few clouds
353,Padang,ID,-0.9492,100.3543,75.2,94,90,2.3,moderate rain
354,Faanui,PF,-16.4833,-151.75,83.01,70,92,9.17,light rain
355,Sao Filipe,CV,14.8961,-24.4956,72.68,71,27,11.36,scattered clouds
356,Cap Malheureux,MU,-19.9842,57.6142,81.0,74,100,5.01,light rain
357,Del Rio,US,29.3627,-100.8968,66.2,39,75,4.61,broken clouds
358,Bowen,AU,-20.0167,148.2333,71.6,100,75,2.3,broken clouds
359,Putina,PE,-15.4667,-69.4333,49.59,72,54,7.14,broken clouds
360,Jasper,US,37.2001,-94.3502,59.0,41,1,4.61,clear sky
361,Coruripe,BR,-10.1256,-36.1756,82.99,68,65,13.98,broken clouds
362,Kieta,PG,-6.2167,155.6333,78.35,82,98,2.8,light rain
363,Bayonet Point,US,28.3267,-82.6834,68.0,83,100,15.46,overcast clouds
364,Mpanda,TZ,-6.3655,31.0409,69.04,89,100,2.08,overcast clouds
365,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,100,75,10.36,light intensity drizzle
366,Vorkuta,RU,67.5,64.0,-8.97,91,98,4.45,overcast clouds
367,Cabinda,AO,-5.55,12.2,76.78,81,100,8.16,overcast clouds
368,Skibbereen,IE,51.55,-9.2667,39.2,70,75,4.61,broken clouds
369,Black River,JM,18.0264,-77.8487,82.4,61,20,5.75,few clouds
370,Lebu,CL,-37.6167,-73.65,64.63,72,3,9.08,clear sky
371,Vagur,FO,61.4732,-6.8119,44.1,81,85,6.24,overcast clouds
372,Beringovskiy,RU,63.05,179.3167,-21.91,86,93,7.4,overcast clouds
373,Aasiaat,GL,68.7098,-52.8699,11.55,95,100,7.83,overcast clouds
374,Ballina,AU,-28.8667,153.5667,68.0,88,90,5.75,light rain
375,Harqalah,TN,36.0303,10.509,61.0,88,20,8.05,few clouds
376,Zeya,RU,53.75,127.2667,-9.62,88,100,1.92,overcast clouds
377,Carbonia,IT,39.1672,8.5222,57.99,88,40,9.22,scattered clouds
378,Conakry,GN,9.538,-13.6773,84.2,61,40,6.91,haze
379,Odweyne,SO,9.4092,45.064,63.84,30,43,11.3,scattered clouds
380,Rocha,UY,-34.4833,-54.3333,74.44,62,21,9.46,few clouds
381,Johnstown,US,40.3267,-78.922,28.0,54,90,17.27,overcast clouds
382,Byron Bay,AU,-28.65,153.6167,68.0,88,90,5.75,overcast clouds
383,Sorong,ID,-0.8833,131.25,78.3,85,100,10.16,overcast clouds
384,Macamic,CA,48.7502,-78.9996,10.4,61,75,16.11,snow
385,Soavinandriana,MG,-19.1667,46.7333,59.23,100,49,2.01,scattered clouds
386,Saint-Francois,FR,46.4154,3.9054,42.8,70,0,5.75,clear sky
387,Bud,US,39.447,-86.1758,46.99,36,1,3.44,clear sky
388,San Carlos De Bariloche,AR,-41.1456,-71.3082,75.2,23,40,24.16,scattered clouds
389,Dwarahat,IN,29.7833,79.4333,51.53,42,1,3.85,clear sky
390,Rio Gallegos,AR,-51.6226,-69.2181,66.2,27,20,28.77,few clouds
391,Samarai,PG,-10.6167,150.6667,80.46,77,93,9.57,light rain
392,Hertford,GB,51.7959,-0.0785,39.99,65,0,3.53,clear sky
393,Omsukchan,RU,62.5333,155.8,-27.6,82,99,4.16,overcast clouds
394,Koumac,NC,-20.5667,164.2833,74.75,77,77,11.12,broken clouds
395,Flinders,AU,-34.5833,150.8552,61.0,79,58,1.01,broken clouds
396,Fairbanks,US,64.8378,-147.7164,1.0,84,90,1.25,overcast clouds
397,Hamilton,US,39.1834,-84.5333,46.0,33,1,8.05,clear sky
398,Hongjiang,CN,27.11,109.9956,48.24,84,98,4.18,overcast clouds
399,Xiamen,CN,24.4798,118.0819,60.8,88,90,6.71,overcast clouds
400,Cururupu,BR,-1.8283,-44.8683,80.76,89,100,4.61,overcast clouds
401,Bandar-E Lengeh,IR,26.5579,54.8807,71.6,64,0,9.22,clear sky
402,Pudozh,RU,61.8099,36.5345,18.59,95,100,12.17,overcast clouds
403,Impfondo,CG,1.6381,18.0667,84.34,52,100,5.28,overcast clouds
404,Lensk,RU,60.7253,114.9278,13.05,94,97,4.65,overcast clouds
405,Tevaitoa,PF,-16.7833,-151.5,82.22,72,100,10.18,moderate rain
406,Taman,RU,45.2117,36.7161,33.8,75,100,15.66,overcast clouds
407,Iberia,US,29.9502,-91.7507,66.99,48,1,14.97,clear sky
408,Vanimo,PG,-2.6741,141.3028,77.13,84,91,7.83,overcast clouds
409,Morondava,MG,-20.2833,44.2833,81.01,81,28,8.55,scattered clouds
410,Berdigestyakh,RU,62.0989,126.6992,-12.48,88,100,4.05,overcast clouds
411,Berlevag,NO,70.8578,29.0864,27.52,94,100,22.32,light snow
412,Rawson,AR,-43.3002,-65.1023,87.76,20,63,5.28,broken clouds
413,Isangel,VU,-19.55,169.2667,78.85,78,98,10.74,overcast clouds
414,Umm Kaddadah,SD,13.6017,26.6876,75.2,17,0,13.85,clear sky
415,Novaya Lyada,RU,52.7131,41.6387,13.91,96,9,8.12,clear sky
416,Novoagansk,RU,61.9449,76.6625,9.82,96,97,6.33,overcast clouds
417,Dali,CN,25.7,100.1833,44.01,73,16,3.78,few clouds
418,Tessalit,ML,20.1986,1.0114,83.08,15,34,7.34,scattered clouds
419,Barcelona,ES,41.3888,2.159,55.99,71,0,5.75,clear sky
420,The Valley,AI,18.217,-63.0578,84.2,69,20,14.97,few clouds
421,Dalbandin,PK,28.8947,64.4101,66.38,26,0,5.12,clear sky
422,Smoky Lake,CA,54.1169,-112.4686,39.2,80,100,2.3,light rain
423,Buluang,PH,13.3068,123.3425,72.07,90,93,4.07,overcast clouds
424,Ulladulla,AU,-35.35,150.4667,60.8,82,90,3.65,overcast clouds
425,Vicksburg,US,32.3526,-90.8779,59.0,30,1,16.11,clear sky
426,Labuhan,ID,-6.8844,112.2051,78.39,82,100,6.6,overcast clouds
427,Malinyi,TZ,-8.9333,36.1333,77.41,80,97,0.34,overcast clouds
428,Takoradi,GH,4.8845,-1.7554,81.52,82,46,9.28,scattered clouds
429,Mecca,SA,21.4267,39.8261,80.42,40,0,4.0,clear sky
430,Sur,OM,22.5667,59.5289,79.05,39,0,4.25,clear sky
431,Taksimo,RU,56.3444,114.8794,-8.54,85,82,0.31,broken clouds
432,Sao Joao Dos Patos,BR,-6.495,-43.7022,85.28,67,100,5.28,overcast clouds
433,Kozhva,RU,65.1073,57.0459,-8.41,91,100,1.5,overcast clouds
434,Kemise,ET,10.7167,39.8667,68.45,37,0,2.66,clear sky
435,Areosa,PT,41.7178,-8.8571,59.0,82,0,5.75,clear sky
436,Mangan,IN,27.5167,88.5333,57.4,37,21,5.57,few clouds
437,Inta,RU,66.0317,60.1659,-8.59,91,95,4.68,overcast clouds
438,Mandurah,AU,-32.55,115.7,69.01,85,14,11.61,few clouds
439,Avera,US,33.194,-82.5271,53.6,32,75,12.66,broken clouds
440,Sistranda,NO,63.7256,8.834,30.2,74,75,37.98,light snow
441,Saint-Georges,GD,12.0564,-61.7485,82.4,74,20,23.02,few clouds
442,Muscat,OM,23.6139,58.5922,82.4,44,0,2.3,clear sky
443,Nakhon Ratchasima,TH,15.0,102.1667,87.01,62,0,4.99,clear sky
444,Nyurba,RU,63.2842,118.3319,-2.6,92,99,2.42,overcast clouds
445,Verkhniy Mamon,RU,50.1635,40.3832,25.18,91,83,13.76,broken clouds
446,Bollnas,SE,61.3482,16.3946,27.16,88,40,9.86,scattered clouds
447,Kudahuvadhoo,MV,2.6708,72.8944,82.92,75,48,12.48,scattered clouds
448,Marienburg,PL,54.0359,19.0266,37.0,100,100,13.85,overcast clouds
449,Omboue,GA,-1.5746,9.2618,78.6,86,60,5.77,broken clouds
450,Aklavik,CA,68.2191,-135.0107,-4.0,77,40,11.5,snow
451,Harbour Breton,CA,47.4833,-55.7983,30.29,88,96,21.5,overcast clouds
452,Urumqi,CN,43.801,87.6005,26.6,93,75,2.24,mist
453,Sabha,LY,27.0377,14.4283,69.08,21,0,6.49,clear sky
454,Dryden,CA,49.7833,-92.7503,32.0,51,1,4.61,clear sky
455,Lingao,CN,19.9103,109.6859,72.55,91,0,5.44,clear sky
456,Astoria,US,46.1879,-123.8313,48.99,76,1,10.36,clear sky
457,Cariati,IT,39.4922,16.9594,51.8,82,40,6.91,scattered clouds
458,Mayumba,GA,-3.432,10.6554,77.68,82,100,4.81,overcast clouds
459,Teguise,ES,29.0605,-13.564,66.2,63,20,19.57,few clouds
460,San Quintin,MX,30.4833,-115.95,63.64,61,0,14.03,clear sky
461,Mount Vernon,US,40.9126,-73.8371,34.0,37,75,14.97,broken clouds
462,Flin Flon,CA,54.7682,-101.865,37.4,70,90,10.36,overcast clouds
463,Haines Junction,CA,60.7522,-137.5108,17.6,67,100,3.44,overcast clouds
464,Bathsheba,BB,13.2167,-59.5167,84.2,61,40,19.57,scattered clouds
465,Kirra,GR,38.4333,22.45,59.0,67,63,1.01,broken clouds
466,Poso,ID,-1.3959,120.7524,76.98,72,51,3.36,broken clouds
467,Yuzhne,UA,46.6221,31.1013,28.4,54,0,6.71,clear sky
468,Mafeteng,LS,-29.823,27.2374,63.82,27,0,8.34,clear sky
469,Sobolevo,RU,54.4299,31.8996,17.91,93,26,12.3,scattered clouds
470,Yarmouth,US,41.7057,-70.2286,35.01,37,1,8.05,clear sky
471,Svetlogorsk,BY,52.6333,29.7333,23.05,92,26,7.99,scattered clouds
472,Saravan,AM,39.7196,45.6483,39.2,65,40,9.22,scattered clouds
473,Bandarbeyla,SO,9.4942,50.8122,76.39,78,37,12.12,scattered clouds
474,Rio Grande,BR,-32.035,-52.0986,78.8,61,75,11.5,broken clouds
475,Tura,IN,25.5198,90.2201,66.85,47,0,3.87,clear sky
476,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.4,52,75,3.91,light rain
477,Adrar,MR,20.5022,-10.0711,77.0,20,0,9.82,clear sky
478,Diu,IN,20.7141,70.9822,72.88,65,0,9.86,clear sky
479,Vestmanna,FO,62.1564,-7.1664,42.8,100,75,2.3,broken clouds
480,Arica,CL,-18.475,-70.3042,77.0,61,0,17.27,clear sky
481,Remanso,BR,-9.6179,-42.0831,91.04,40,46,7.76,scattered clouds
482,Tsurib,RU,42.2368,46.8307,30.83,77,100,13.91,overcast clouds
483,San Jeronimo,PE,-11.9472,-75.2829,61.57,53,36,6.55,scattered clouds
484,Jijiga,ET,9.35,42.8,57.88,35,50,13.87,scattered clouds
485,Kangaatsiaq,GL,68.3065,-53.4641,11.57,95,100,11.03,overcast clouds
486,Xai-Xai,MZ,-25.0519,33.6442,74.39,88,18,8.05,few clouds
487,Neuquen,AR,-38.9516,-68.0591,91.4,35,0,10.36,clear sky
488,San Pedro,PH,14.35,121.0167,78.01,78,20,5.75,few clouds
489,Xingyi,CN,24.1877,102.817,48.29,52,29,1.61,scattered clouds
490,Bull Savanna,JM,17.8868,-77.5902,79.56,57,28,7.72,scattered clouds
491,Ostrovnoy,RU,68.0531,39.5131,10.26,93,100,16.69,overcast clouds
492,Meulaboh,ID,4.1363,96.1285,75.27,89,99,5.46,overcast clouds
493,Barao De Melgaco,BR,-16.1944,-55.9675,87.8,55,40,11.5,scattered clouds
494,Talnakh,RU,69.4865,88.3972,-2.15,91,100,1.41,overcast clouds
495,Half Moon Bay,US,37.4636,-122.4286,55.0,81,1,12.66,clear sky
496,Champerico,GT,14.3,-91.9167,89.6,51,20,9.22,few clouds
497,Port Hardy,CA,50.6996,-127.4199,42.8,93,90,5.75,overcast clouds
498,Whitehorse,CA,60.7161,-135.0538,23.0,86,75,5.75,light snow
499,Amahai,ID,-3.3333,128.9167,77.32,82,100,6.69,overcast clouds
500,Bartica,GY,6.4,-58.6167,84.2,79,75,11.5,light rain
501,Deputatskiy,RU,69.3,139.9,-24.07,86,100,11.07,overcast clouds
502,Imeni Poliny Osipenko,RU,52.4201,136.4853,-16.35,85,0,5.44,clear sky
503,North Bend,US,43.4065,-124.2243,48.99,81,90,9.22,overcast clouds
504,West Wendover,US,40.7391,-114.0733,51.8,30,1,8.05,clear sky
505,Hamina,FI,60.5697,27.1979,32.0,93,90,17.27,light snow
506,Wangaratta,AU,-36.3667,146.3333,50.0,81,47,3.83,scattered clouds
507,Luderitz,NA,-26.6481,15.1594,72.61,47,0,16.2,clear sky
508,Acarau,BR,-2.8856,-40.12,83.41,73,100,15.26,heavy intensity rain
509,Zhezkazgan,KZ,47.8043,67.7144,19.18,95,93,5.48,overcast clouds
510,Novyy Urengoy,RU,66.0833,76.6333,-1.79,93,99,5.86,overcast clouds
511,Tilichiki,RU,60.4667,166.1,-26.72,82,100,10.04,overcast clouds
512,Nara,JP,34.6851,135.8049,42.01,54,76,4.54,broken clouds
513,Trujillo,PE,-8.116,-79.03,77.0,78,0,9.22,clear sky
514,La Asuncion,VE,11.0333,-63.8628,80.2,74,100,18.79,overcast clouds
515,Esfarayen,IR,37.0765,57.5101,33.8,86,0,2.3,clear sky
516,Parangan,PH,5.0839,119.9383,80.47,77,100,10.13,overcast clouds
517,Ust-Kalmanka,RU,52.1207,83.305,26.78,92,100,15.14,overcast clouds
518,Navahrudak,BY,53.6,25.8333,24.1,92,18,13.31,few clouds
519,Caborca,MX,30.5838,-111.101,79.0,21,0,4.9,clear sky
520,Logstor,DK,56.9624,9.2583,41.0,81,90,25.32,overcast clouds
521,Shingu,JP,33.7333,135.9833,44.15,66,54,7.25,broken clouds
522,Manggar,ID,-2.8833,108.2667,79.79,84,96,6.6,overcast clouds
523,Mareeba,AU,-17.0,145.4333,77.0,88,75,1.14,broken clouds
524,Tsabong,BW,-26.0217,22.401,83.43,17,33,7.87,scattered clouds
525,Kavaratti,IN,10.5669,72.642,82.47,66,100,8.41,overcast clouds
526,Otane,NZ,-39.8833,176.6333,62.01,76,32,1.43,scattered clouds
527,Mersing,MY,2.4312,103.8405,80.6,83,60,6.91,broken clouds
528,Ouango,CF,4.3133,22.5552,81.43,23,100,1.97,overcast clouds
529,Tulsipur,NP,28.131,82.2973,60.01,32,0,5.79,clear sky
530,Pesqueria,MX,25.7833,-100.05,68.0,34,1,9.22,clear sky
531,Lagoa,PT,39.05,-27.9833,60.39,96,100,17.45,overcast clouds
532,Swift Current,CA,50.2834,-107.8014,41.0,65,1,16.11,clear sky
533,Lukovetskiy,RU,64.2956,41.9211,10.4,85,0,6.71,clear sky
534,Russell,US,32.3502,-85.1999,62.6,39,20,9.57,few clouds
535,Ambilobe,MG,-13.2,49.05,74.79,93,100,5.68,light rain
536,Buin,CL,-33.7333,-70.75,86.0,44,20,4.61,few clouds
537,Cadereyta,MX,25.5833,-99.9833,68.0,34,1,9.22,clear sky
538,Banjar,ID,-8.19,114.9675,78.8,94,40,2.3,scattered clouds
539,Liverpool,GB,53.4106,-2.9779,41.0,52,20,4.05,few clouds
540,Baie-Saint-Paul,CA,47.4411,-70.4986,17.6,67,89,5.75,overcast clouds
541,San Sebastian De Los Reyes,ES,40.5443,-3.6159,55.0,58,0,3.44,clear sky
542,Port-Gentil,GA,-0.7193,8.7815,77.0,88,20,3.44,few clouds
543,Aguilas,ES,37.4063,-1.5829,57.2,77,90,8.05,overcast clouds
544,Durango,MX,24.8333,-104.8333,66.27,24,14,8.1,few clouds
545,Koindu,GN,8.4386,-10.3253,80.69,68,99,4.79,overcast clouds
546,Kayseri,TR,38.737,35.4968,50.0,43,75,9.22,light rain
547,Beyneu,KZ,45.3167,55.2,40.37,69,2,12.37,clear sky
548,Inhambane,MZ,-23.865,35.3833,75.13,86,0,8.34,clear sky
549,Panama City,PA,8.9936,-79.5197,91.4,48,20,14.97,few clouds
550,Tucuman,AR,-26.8241,-65.2226,87.8,48,20,11.5,few clouds
551,Naryan-Mar,RU,67.6713,53.087,-13.04,89,93,7.09,overcast clouds
552,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,100,90,4.61,light rain
553,Yining,CN,29.0361,114.5636,46.51,87,100,2.8,overcast clouds
554,Kingseat,GB,56.0974,-3.4084,39.2,70,0,6.91,clear sky
555,Bambanglipuro,ID,-7.95,110.2833,76.33,83,23,3.96,few clouds
556,Talcahuano,CL,-36.7167,-73.1167,68.0,64,0,5.75,clear sky
557,Gallup,US,35.5281,-108.7426,57.2,19,1,12.66,clear sky
558,Les Cayes,HT,18.2,-73.75,82.63,50,0,5.55,clear sky
559,Williamsport,US,41.2412,-77.0011,35.01,37,90,10.36,overcast clouds
560,Ust-Barguzin,RU,53.45,108.9833,10.26,92,1,4.29,clear sky
561,Ewa Beach,US,21.3156,-158.0072,69.8,88,75,6.91,light rain
562,Yunguyo,PE,-16.25,-69.0833,52.09,62,99,9.1,overcast clouds
563,Harper,LR,4.375,-7.7169,80.01,83,95,7.31,overcast clouds
564,Capilla De Guadalupe,MX,20.8333,-102.5833,84.85,18,4,1.54,clear sky
565,Cangucu,BR,-31.395,-52.6756,78.8,61,75,11.5,broken clouds
566,Suntar,RU,62.1444,117.6319,6.31,95,100,2.66,overcast clouds
567,Olga,RU,43.7444,135.2892,7.74,83,0,4.43,clear sky
568,Luganville,VU,-15.5333,167.1667,78.1,87,96,8.41,moderate rain
569,Barra Do Garcas,BR,-15.89,-52.2567,77.0,88,75,2.55,moderate rain
570,Oudtshoorn,ZA,-33.5907,22.2014,66.2,88,40,4.61,scattered clouds
571,Kasongo-Lunda,CD,-6.4667,16.8167,72.61,85,100,1.97,overcast clouds
572,Kazanskaya,RU,45.4106,40.4361,34.09,95,100,17.43,snow
573,Praia Da Vitoria,PT,38.7333,-27.0667,68.0,77,40,9.15,scattered clouds
574,Port Hawkesbury,CA,45.6169,-61.3485,34.0,50,1,10.36,clear sky
575,Hope,US,33.6671,-93.5916,60.01,26,0,5.99,clear sky
576,Khammam,IN,17.25,80.15,71.89,61,0,5.73,clear sky
577,Kongolo,CD,-5.3833,27.0,72.37,92,100,0.56,overcast clouds
578,Finschhafen,PG,-6.6024,147.8681,78.17,80,100,2.51,heavy intensity rain
579,Jidong,CN,45.2167,131.0833,-0.13,88,2,4.29,clear sky
580,Melfi,IT,40.9965,15.6514,43.0,93,90,6.91,fog
581,Den Helder,NL,52.9599,4.7593,37.4,81,0,5.75,clear sky
582,Waingapu,ID,-9.6567,120.2641,76.82,79,100,6.46,overcast clouds
583,Shatrovo,RU,56.5167,64.6333,8.42,94,10,8.21,clear sky
584,Preobrazheniye,RU,42.9019,133.9064,14.72,78,0,3.53,clear sky
585,Torit,SS,4.4133,32.5678,88.32,28,0,5.53,clear sky
586,Yumen,CN,40.2833,97.2,33.42,75,32,3.18,scattered clouds
587,Mitsamiouli,KM,-11.3847,43.2844,82.18,75,100,6.46,overcast clouds
588,Cedar City,US,37.6775,-113.0619,59.0,17,1,24.16,clear sky
589,Itarema,BR,-2.9248,-39.9167,84.02,69,39,15.41,light rain
590,Yelizovo,RU,53.1873,158.3805,1.4,66,0,11.18,clear sky
591,La Serena,CL,-29.9078,-71.2542,71.6,64,20,13.8,few clouds
592,Axim,GH,4.8699,-2.2405,80.94,83,31,7.65,light rain
593,Kamaishi,JP,39.2667,141.8833,28.92,86,0,6.8,clear sky
594,Amga,RU,60.8953,131.9608,-28.16,84,3,1.25,clear sky
595,Chiang Khong,TH,20.2613,100.4046,71.01,88,0,1.88,clear sky
596,Minot,US,48.2325,-101.2963,50.0,71,1,14.97,clear sky
597,Taoudenni,ML,22.6783,-3.9836,83.88,13,0,9.95,clear sky
598,Manicore,BR,-5.8092,-61.3003,87.62,73,66,2.71,broken clouds
599,Forbes,AU,-33.3833,148.0167,63.0,68,100,5.01,overcast clouds
600,Barra Da Estiva,BR,-13.6261,-41.3269,84.96,40,100,5.53,overcast clouds
601,Pangody,RU,65.85,74.4859,-1.53,94,99,5.77,overcast clouds
602,Pierre,US,44.3683,-100.351,48.2,61,1,17.27,clear sky
603,Along,IN,28.1667,94.7667,58.6,79,100,2.68,overcast clouds
604,Sisimiut,GL,66.9395,-53.6735,16.39,95,96,12.1,overcast clouds
605,Korla,CN,41.7597,86.1469,39.79,69,0,1.23,clear sky
606,Warrnambool,AU,-38.3833,142.4833,48.0,94,100,7.02,overcast clouds
607,Kankan,GN,10.3854,-9.3057,87.58,40,92,7.09,overcast clouds
608,Mokhsogollokh,RU,61.4681,128.9203,-20.42,87,97,2.1,overcast clouds
609,Port Moresby,PG,-9.4431,147.1797,75.2,100,40,6.91,scattered clouds
610,Krabi,TH,8.0726,98.9105,75.2,94,20,3.44,few clouds
611,Great Yarmouth,GB,52.6083,1.7305,39.2,65,90,4.61,overcast clouds
612,Malanville,BJ,11.8685,3.3899,88.95,12,88,5.17,overcast clouds
613,La Ronge,CA,55.1001,-105.2842,41.0,70,100,6.91,overcast clouds
614,Darnah,LY,32.767,22.6367,64.22,48,8,10.65,clear sky
615,Homburg,DE,49.3167,7.3333,37.99,51,0,5.75,clear sky
616,Awjilah,LY,29.1081,21.2869,70.97,19,0,7.96,clear sky
617,Oranjemund,NA,-28.55,16.4333,64.98,77,0,11.92,clear sky
618,Ocean City,US,39.2776,-74.5746,39.2,45,90,10.36,overcast clouds
619,Manjacaze,MZ,-24.7117,33.8828,71.58,96,5,4.54,clear sky
620,Wajima,JP,37.4,136.9,35.92,81,95,14.94,overcast clouds
621,Tacoronte,ES,28.4769,-16.4102,64.0,88,75,19.57,broken clouds
622,Yerbogachen,RU,61.2767,108.0108,7.47,95,63,6.2,broken clouds
623,Mogok,MM,22.9167,96.5,58.66,39,15,0.94,few clouds
624,Mabai,CN,23.0128,104.4508,52.47,99,45,2.73,scattered clouds
625,Jiuquan,CN,39.7432,98.5174,35.49,72,1,2.08,clear sky
626,Vostok,RU,46.4856,135.8833,-5.94,92,100,5.01,overcast clouds
627,Killybegs,IE,54.6333,-8.45,44.6,65,20,3.44,few clouds
628,Thessalon,CA,46.2501,-83.5666,23.0,54,1,9.22,clear sky
629,Tokur,RU,53.1333,132.9,-24.09,88,100,3.67,overcast clouds
630,Oktyabrskiy,RU,54.4815,53.471,4.08,93,100,1.79,overcast clouds
631,Tari,NG,12.4086,4.4914,88.99,12,100,8.55,overcast clouds
632,Nome,US,64.5011,-165.4064,1.4,85,75,13.8,broken clouds
633,Burnie,AU,-41.0667,145.9167,51.01,95,100,1.01,overcast clouds
634,Magadan,RU,59.5667,150.8,-11.97,77,100,6.38,overcast clouds
635,Krasnoselkup,RU,65.7,82.4667,11.95,96,100,6.26,overcast clouds
636,Sakaiminato,JP,35.55,133.2333,42.8,61,75,13.8,light rain
637,Honiara,SB,-9.4333,159.95,77.68,80,100,0.76,overcast clouds
638,Bairiki,KI,1.3292,172.9752,78.8,78,40,5.75,scattered clouds
639,Mana,GF,5.6592,-53.7767,82.62,74,100,11.77,overcast clouds
640,Pyshchug,RU,58.8873,45.7134,-1.77,93,0,3.33,clear sky
641,Puebla,MX,18.8333,-98.0,69.8,23,1,11.5,clear sky
642,Crnomelj,SI,45.5711,15.1889,35.6,55,0,1.14,clear sky
643,Kropotkin,RU,45.4375,40.5756,36.52,93,100,19.86,overcast clouds
644,Cockburn Town,TC,21.4612,-71.1419,80.6,65,40,3.44,scattered clouds
645,Ayorou,NE,14.7308,0.9174,88.48,12,74,7.81,broken clouds
646,Derzhavinsk,KZ,51.1,66.3167,23.59,98,100,4.56,light snow
647,Yatou,CN,37.15,122.3833,32.22,86,100,8.81,overcast clouds
648,Salta,AR,-24.7859,-65.4117,82.4,47,40,5.75,scattered clouds
649,Sosnogorsk,RU,63.6023,53.8817,-7.82,90,71,3.65,broken clouds
650,Evensk,RU,61.95,159.2333,-22.67,73,38,7.67,scattered clouds
651,Sungaipenuh,ID,-2.0833,101.3833,64.54,96,100,1.45,light rain
652,Eyl,SO,7.9803,49.8164,75.02,80,0,14.7,clear sky
653,Semporna,MY,4.4818,118.6112,75.2,94,20,2.3,few clouds
654,San-Pedro,CI,4.7485,-6.6363,79.74,84,100,7.72,overcast clouds
655,Xining,CN,36.6167,101.7667,30.24,78,11,1.3,few clouds
656,Bintulu,MY,3.1667,113.0333,78.8,94,40,7.31,light rain
657,Zambezi,ZM,-13.5432,23.1047,68.4,70,41,2.15,scattered clouds
658,Kem,RU,64.9555,34.5793,19.45,97,100,17.45,light snow
659,Mount Isa,AU,-20.7333,139.5,73.4,56,0,1.14,clear sky
660,Muravlenko,RU,63.7898,74.523,-1.7,94,84,8.14,broken clouds
661,Vitim,RU,59.4511,112.5578,17.37,95,99,7.74,overcast clouds
662,Ferkessedougou,CI,9.6,-5.2,78.57,58,100,0.36,moderate rain
663,Yalvac,TR,38.2956,31.1778,41.32,76,1,2.71,clear sky
664,Gubkinskiy,RU,64.434,76.5026,1.17,94,97,9.1,overcast clouds
665,Maniitsoq,GL,65.4167,-52.9,28.71,91,100,6.8,overcast clouds
666,Igdir,TR,39.9237,44.045,42.8,49,100,3.44,overcast clouds
667,Canutama,BR,-6.5339,-64.3831,90.81,51,98,2.04,overcast clouds
668,Saurimo,AO,-9.6608,20.3916,67.46,91,100,2.95,light rain
669,Malpe,IN,13.35,74.7167,80.6,78,20,3.44,few clouds
670,Ampanihy,MG,-24.7,44.75,71.67,88,0,6.49,clear sky
671,Tornio,FI,65.8481,24.1466,21.2,93,90,13.8,snow
672,Sorland,NO,67.667,12.6934,26.42,89,60,28.57,light snow
673,Mahon,ES,39.8885,4.2658,53.6,82,40,6.91,scattered clouds
674,Singkang,MY,2.1006,102.7994,73.4,100,20,2.91,few clouds
675,Mildura,AU,-34.2,142.15,55.4,47,100,3.22,overcast clouds
676,Watsa,CD,3.0372,29.5355,73.96,53,67,1.79,broken clouds
677,Pemberton,CA,50.3164,-122.8027,43.0,100,90,1.34,overcast clouds
678,Terrak,NO,65.087,12.3715,24.8,80,90,16.11,moderate rain
679,Miranda,CO,3.2499,-76.2281,82.4,57,40,2.3,scattered clouds
680,Kimbe,PG,-5.5502,150.1429,75.69,88,93,1.74,light rain
681,Muzhi,RU,65.3667,64.6667,-3.44,89,99,6.49,overcast clouds
682,Santa Rosa,PH,14.3122,121.1114,78.01,78,20,5.75,few clouds
683,Krutinka,RU,56.0055,71.5113,7.68,95,23,11.86,few clouds
684,Acurenam,GQ,1.0322,10.6488,70.86,96,100,5.28,light rain
685,Marzuq,YE,14.4,46.4667,62.26,48,0,5.44,clear sky
686,Guiratinga,BR,-16.3494,-53.7583,81.99,66,47,6.31,scattered clouds
687,Paoua,CF,7.2427,16.4406,81.28,17,59,2.62,broken clouds
688,Nyzhnya Duvanka,UA,49.5846,38.1743,26.71,84,0,11.79,clear sky
689,Ozieri,IT,40.586,9.0012,55.4,93,40,1.14,scattered clouds
